,0
关注,0.46956859821735597
写下,0.46855122635262797
任何人,0.46855122635262797
浏览器,0.46855122635262797
bhe,0.46855122635262797
检查,0.46855122635262797
满足感,0.46855122635262797
小区,0.4652842868452811
塔利班,0.4645315923337958
长夜,0.4642280182536145
属实,0.4642280182536145
难熬,0.4642280182536145
睡眠,0.4642280182536145
微观,0.4641995716231743
相比,0.4632100296595964
剥削者,0.4632100296595964
不记,0.46295006075907846
导入,0.46295006075907846
微博,0.46295006075907846
整体,0.4609274860162932
东西,0.45943375766867944
催眠,0.4588502488308928
markdown,0.4588502488308928
依然,0.4588502488308928
发表,0.4588502488308928
尘埃落定,0.4588502488308928
草稿,0.4588502488308928
批注,0.4588374331082785
遗忘,0.458719225869461
tishby,0.458719225869461
领域,0.4585269268235473
得罪,0.4579691614142875
数学模型,0.452919845068763
lz,0.452919845068763
国产,0.452919845068763
支脉,0.452919845068763
支架,0.452919845068763
撑开,0.452919845068763
address,0.452919845068763
指向,0.452919845068763
冠状,0.452919845068763
上供,0.452919845068763
网状,0.452919845068763
usdt,0.452919845068763
工业,0.452919845068763
自指,0.452919845068763
没法,0.452919845068763
etc20,0.452919845068763
心脏,0.452919845068763
建模,0.452919845068763
跳过,0.452919845068763
tether,0.452919845068763
english,0.4504265236008331
寡而患,0.44982430965903913
不均,0.44982430965903913
不患,0.44982430965903913
签约,0.447213595499958
苟有,0.447213595499958
十日,0.447213595499958
一日,0.447213595499958
营业执照,0.447213595499958
无益,0.447213595499958
留学,0.447213595499958
必带,0.447213595499958
合同,0.447213595499958
五更,0.447213595499958
公开,0.446152741938245
有限,0.446152741938245
可测,0.44547856142031556
金字塔,0.44447343897620906
仔细,0.4443904786738991
一遍,0.4443904786738991
服务,0.4443461085213709
农场,0.44333184373287343
复苏,0.44333184373287343
小农经济,0.44333184373287343
某事,0.442996885650588
带来,0.4421463314375084
奢侈品,0.4419614671793056
中产,0.4419614671793056
选校,0.4417757949008971
详细,0.4417757949008971
被迫,0.44102414492618114
屈辱,0.44102414492618114
悲惨,0.44102414492618114
gmail,0.4409476634917366
eit,0.4409476634917366
back,0.4409476634917366
转移,0.4409476634917366
账户,0.4409476634917366
apikey,0.4407710392776641
zh,0.4407710392776641
混淆,0.4395106328737612
因子,0.4395106328737612
互联网,0.4394037938172557
原音,0.4393377940051009
一股脑儿,0.4393377940051009
束缚,0.4387230988088434
生活,0.43825993667479013
延迟,0.4382408445880744
历史记录,0.4382408445880744
根本无法,0.436412670790951
瓶颈,0.43507190594849554
复杂度,0.43507190594849554
准确度,0.43507190594849554
最优化,0.43507190594849554
www,0.4345750149138278
html,0.4345750149138278
qed,0.43425472249236463
惰性,0.4341238596362718
愉悦,0.4341238596362718
多媒体信息,0.4341238596362718
境界,0.43337294632122697
片段,0.43300201604097455
孩子,0.43297074325772683
奖学金,0.4297163455549061
荷兰,0.4297163455549061
真的,0.42916741922208124
阶段,0.42916741922208124
时事政治,0.4283433289798791
lowkey,0.42643158127013875
更强,0.42643158127013875
附加,0.4248337670910036
additionaly,0.4248337670910036
addition,0.4248337670910036
体系,0.4242589275325516
血管,0.42362065078505207
huobi,0.42362065078505207
错误,0.42362065078505207
自由,0.42321101855794385
轮回,0.42282706717073903
转世,0.42282706717073903
native,0.4224338587258885
就够,0.4224338587258885
听懂,0.4224338587258885
speaker,0.4224338587258885
生产,0.421658882645648
手段,0.421658882645648
intensification,0.421658882645648
event,0.421658882645648
幸福,0.421658882645648
truth,0.421658882645648
声音,0.42062014315801227
压力,0.42053309260805066
武装,0.4192017361298236
心理,0.4180874575114434
ube49d2f32a,0.41704292927278913
netzero,0.41704292927278913
uzziahwtsoflg,0.41704292927278913
tibdnf53360,0.41704292927278913
服从,0.41692931370229513
道尔,0.4157619510548236
过往,0.415547979307054
细节,0.415547979307054
中途,0.415547979307054
不确定性,0.415547979307054
起源,0.415547979307054
残忍,0.415547979307054
测量,0.415547979307054
命运,0.415547979307054
有迹可循,0.415547979307054
是从,0.415547979307054
可能性,0.41465289322295884
关心,0.41433960343813625
牺牲,0.41433960343813625
协议,0.41319750453546367
内容,0.4126940613676343
contrast,0.41257532508872624
第一遍,0.41257532508872624
contrary,0.41257532508872624
第一点,0.41257532508872624
原文,0.41257532508872624
perspective,0.41257532508872624
千万,0.41257532508872624
字幕,0.41257532508872624
hand,0.41257532508872624
转折,0.41257532508872624
cn,0.412257746130907
利润,0.41198475973204285
基因突变,0.4114589386542733
好坏,0.4114589386542733
突发事件,0.4114589386542733
驱动,0.4114589386542733
股价,0.41107887488715755
消除,0.41107887488715755
增长,0.41107887488715755
自动,0.41091721689221655
句子,0.41091721689221655
太久,0.40854560581982813
失衡,0.40854560581982813
强化,0.40854560581982813
单复数,0.408248290463863
期待,0.408248290463863
重视,0.408248290463863
值得,0.408248290463863
大小写,0.408248290463863
渐长,0.408248290463863
无所谓,0.408248290463863
年纪,0.408248290463863
缩写,0.408248290463863
体验,0.408248290463863
泪流满面,0.408248290463863
冠词,0.408248290463863
资源,0.40818131866851093
关键,0.407990583004388
支持,0.40732346635198025
信任,0.407315237295892
合伙人,0.407315237295892
结构,0.4072767657431009
政治,0.4072767657431009
找到,0.4061629671377475
证真,0.4061629671377475
回顾,0.4061623768352311
脑海,0.4061623768352311
things,0.4061623768352311
专注,0.40605580985976175
接收,0.4060405697447757
重夺,0.40601716176547625
主动权,0.40601716176547625
疲于奔命,0.40601716176547625
劳动,0.40568459365150783
培养,0.4053382326962541
底层,0.40345070200370603
复述,0.4022788435833545
确保,0.4022788435833545
西方,0.4003959214590821
转成,0.4002973177846174
字符串,0.4002973177846174
二度,0.3992441733525917
fawkes,0.39884590163084854
攻击,0.39884590163084854
法务,0.3975503129751554
财务,0.3975503129751554
人力资源,0.3975503129751554
小组,0.3975503129751554
time,0.3973514493789362
多媒体,0.39544373239783626
首选,0.39544373239783626
笔记本,0.39544373239783626
粗糙,0.39544373239783626
刺激,0.3943819468730243
case,0.3943819468730243
构建,0.3943819468730243
概念,0.3943819468730243
之物,0.39436828214239833
添置,0.39436828214239833
无用,0.39436828214239833
反衬,0.39436828214239833
表达,0.39400693812895654
清单,0.3929208848336682
文章,0.3925211742087054
虚度光阴,0.3922557359740405
确信,0.3922557359740405
恐惧,0.3922557359740405
理解,0.39184742932815275
一模一样,0.3907524965239004
对错,0.3905481139273965
橙汁,0.3905481139273965
椰汁,0.3905481139273965
net,0.39006459758242956
外部,0.38994648524582276
三者,0.38932348683583884
数据库,0.38932348683583884
整合,0.38932348683583884
point,0.38915149666617055
目标,0.38642490471639684
证伪,0.386231549519764
短期,0.38611515846846306
水星,0.3860582857772685
一点,0.38588600083400176
随机性,0.3849112660409691
梯度,0.3849112660409691
随机,0.3849112660409691
sgd,0.3849112660409691
下降,0.3849112660409691
同一个,0.38373498264507644
变奏,0.38373498264507644
母题,0.38373498264507644
导演,0.38373498264507644
作品,0.38373498264507644
围绕,0.38373498264507644
同花顺,0.3823138997517147
几百万,0.3823138997517147
空洞,0.3823138997517147
图谱,0.3823138997517147
三元组,0.3823138997517147
建议,0.3821950606433761
ip,0.3813904283788586
绑定,0.3813904283788586
好股,0.3813904283788586
全选,0.3813904283788586
修改,0.3813904283788586
权限,0.3813904283788586
个股,0.3813904283788586
创建,0.3813904283788586
day,0.3798879035058001
order,0.3779644730092272
mind,0.3779644730092272
end,0.3779644730092272
收藏,0.3775189848227243
成果,0.3774452940220193
列宁主义,0.3774452940220193
沟通,0.3762555943866101
正确,0.3762555943866101
对接,0.3762555943866101
解体,0.37449447770261773
手写,0.3734172356967219
或者说,0.3726140213368361
参与,0.3726140213368361
品牌,0.3718329504346804
ubuntu,0.37081754805107636
websiteforstudents,0.37081754805107636
oracle,0.37081754805107636
jdk,0.37081754805107636
install,0.37081754805107636
很准,0.37050192773518614
忽略,0.3695935395392097
上游,0.3692271302156493
良田,0.3692271302156493
大河,0.3692271302156493
灌溉,0.3692271302156493
溪流,0.3692271302156493
涓涓,0.3692271302156493
寻找,0.3688567638381624
有用,0.3688567638381624
留下,0.366949855057775
铲除,0.366949855057775
未来,0.36688087739291875
拼命,0.36688087739291875
遗憾,0.36688087739291875
消耗,0.36688087739291875
改变,0.3659566959412669
方式,0.36534965591650487
存档,0.3641383142181912
流放,0.3637290278043982
付出,0.36336554149519323
市场,0.3612929166393415
成年人,0.3611167119156749
压榨,0.36049147550577787
管控,0.36049147550577787
劳动者,0.36049147550577787
暴政,0.36049147550577787
依赖于,0.3600115181308034
冷静下来,0.35889679541763125
失控,0.35889679541763125
睡眠不足,0.35889679541763125
情绪,0.35889679541763125
问卷,0.3582629350157755
调查,0.3582629350157755
教会,0.3582629350157755
中文,0.3582629350157755
ps,0.3582629350157755
申再,0.3582629350157755
润色,0.3582629350157755
既定目标,0.3576621611266393
松懈,0.3576621611266393
作祟,0.3576621611266393
许可,0.3576621611266393
交易,0.356718441976224
办法,0.35474344541714586
完备,0.35474344541714586
总会,0.35474344541714586
晋级,0.3535533905932738
上别,0.3535533905932738
掉下来,0.3535533905932738
豪华,0.3535533905932738
iyideng,0.35306738801792076
number,0.35306738801792076
security,0.35306738801792076
note,0.35306738801792076
经济,0.35302851670164254
目的,0.35302851670164254
努力,0.34882080946027505
事情,0.34678598188730897
思维,0.3462691498713347
一条,0.3453419824554249
创业者,0.34471547506054273
摊平,0.34471547506054273
吸引力,0.34471547506054273
后台,0.34471547506054273
当钱,0.34471547506054273
撰写,0.3437987829060628
标志,0.3437987829060628
已知,0.3437987829060628
狄德罗,0.3437987829060628
人能,0.3437987829060628
多到,0.3437987829060628
百科全书,0.3437987829060628
承认,0.3437987829060628
因果关系,0.34352474289869295
激活,0.34318915518365845
架构,0.34318915518365845
组织,0.34087914234614547
越来越,0.340199549976708
进一步,0.3371714335746016
大部头,0.33667342589241667
学习者,0.33667342589241667
终身,0.33667342589241667
涨停板,0.33609069885474485
太难,0.33609069885474485
出力,0.33609069885474485
讨好,0.33609069885474485
吸收,0.3357700790088076
合法,0.335721992428144
界定,0.335721992428144
江西,0.335721992428144
过大,0.3356799126706499
倾向,0.3350151311743303
直觉,0.3350151311743303
一件,0.3350151311743303
注意力,0.3350151311743303
事会,0.3350151311743303
人才,0.3349630846213923
解渴,0.3349630846213923
创业,0.3349630846213923
招聘,0.3349630846213923
下功夫,0.3349630846213923
场景,0.3349630846213923
涨停,0.33456550379994043
制度,0.33456550379994043
a股,0.33456550379994043
更长,0.33456550379994043
战线,0.33456550379994043
这家,0.33456550379994043
道德,0.3345251463526668
权利,0.33111676030856974
何为,0.33111676030856974
剥夺,0.33111676030856974
界限,0.33111676030856974
有权,0.33111676030856974
独立思考,0.33111676030856974
千奇百怪,0.3309511174164689
都市,0.3309511174164689
充沛,0.3309511174164689
资金,0.3309511174164689
最不缺,0.3309511174164689
过分,0.3309511174164689
两样,0.3309511174164689
一级,0.3309511174164689
想造,0.3297790724006381
陶罐,0.3297790724006381
几千,0.3297790724006381
猛禽,0.3297790724006381
临期,0.3272902991786372
自建,0.32710445924461246
发送,0.32710445924461246
语音,0.32710445924461246
经典,0.32379172426311226
马尔可夫,0.32379172426311226
形式,0.32350511977835805
区别,0.3224159759629327
欲望,0.3223299332965015
网络,0.32098839307692845
改动,0.32074922953633894
图像,0.32074922953633894
识别,0.32074922953633894
国家,0.32036839524341587
因素,0.3192072722116839
新闻,0.31915745122682293
性质,0.3189351774676233
光环,0.3189351774676233
品质,0.3189351774676233
再烂,0.3185978999585685
大城市,0.3185978999585685
猜想,0.3185978999585685
发展,0.3185978999585685
不缺,0.3185978999585685
很难,0.3181091731223678
消耗掉,0.3161084632167123
资产,0.3161084632167123
生产力,0.3161084632167123
人群,0.3148941635730832
价值,0.31434913290238886
不当,0.31400427793945046
扬州,0.31400427793945046
处罚,0.31400427793945046
教师,0.31400427793945046
doge,0.3136494631005647
conversation,0.3136494631005647
sentences,0.3136494631005647
imagine,0.3136494631005647
用到,0.3136494631005647
团队,0.31299314849456816
微小,0.31299314849456816
ma,0.31299314849456816
添加,0.31299314849456816
其他人,0.31292260207419725
记不住,0.3088807876622576
太长会,0.3088807876622576
短短的,0.3088807876622576
一段话,0.3088807876622576
暂停,0.3088807876622576
appears,0.3086181288314916
suggests,0.3086181288314916
inference,0.3086181288314916
leads,0.3086181288314916
probable,0.3086181288314916
feasible,0.3086181288314916
个人观点,0.3086181288314916
一架,0.3084458029089881
战斗机,0.3084458029089881
漂亮,0.3084458029089881
change,0.30801082591907875
apps,0.30801082591907875
电子设备,0.30801082591907875
electronic,0.30801082591907875
设置,0.30801082591907875
英文,0.30801082591907875
language,0.30801082591907875
devices,0.30801082591907875
发布,0.3077073499676459
和谐,0.30728499067752885
压迫感,0.30676715689717354
拆解,0.30676715689717354
缓解,0.30676715689717354
降低,0.30676715689717354
赊账,0.30622012322889847
来到,0.30622012322889847
微信,0.3059442093531089
longman,0.3052955738437465
plains,0.3052955738437465
oshima,0.3052955738437465
source,0.3052955738437465
writing,0.3052955738437465
academic,0.3052955738437465
white,0.3052955738437465
hogue,0.3052955738437465
third,0.3052955738437465
edition,0.3052955738437465
训练,0.30523670168559597
选择,0.30523670168559597
人生,0.3050662977841735
父母,0.3050662977841735
经历,0.3050662977841735
现象,0.3042959280644293
神经症,0.30403303575661245
奥秘,0.30403303575661245
探索,0.30403303575661245
总理,0.30324192803801187
分工,0.30324192803801187
进不去,0.30324192803801187
病房,0.30324192803801187
反驳,0.30324192803801187
高干,0.30324192803801187
这是,0.30284577380425703
原声带,0.30211429530450196
发音,0.30211429530450196
说话,0.30211429530450196
高保真,0.30211429530450196
100,0.30211429530450196
承诺,0.30197773678793544
惩罚,0.30197773678793544
贯彻,0.30197773678793544
事项,0.30197773678793544
待办,0.30197773678793544
可有可无,0.30197773678793544
卷影,0.30005612630823686
复制,0.30005612630823686
获取,0.30005612630823686
恢复,0.30005612630823686
快照,0.30005612630823686
windows,0.30005612630823686
系统还原,0.30005612630823686
听从命令,0.29963557424068726
时期,0.29963557424068726
婴儿,0.29963557424068726
搁置,0.29963557424068726
符合,0.29963557424068726
调教,0.29963557424068726
反射,0.29963557424068726
最佳,0.29963557424068726
无意识,0.29963557424068726
测评,0.2995507367838021
八字,0.2995507367838021
文本,0.2995507367838021
无法忍受,0.298720140060543
过带,0.298720140060543
糟糕,0.298720140060543
却是,0.298720140060543
耳机,0.298720140060543
跟唱,0.298720140060543
自我陶醉,0.298720140060543
防疫,0.2985953142873753
言论,0.2985953142873753
放弃,0.2985953142873753
美好,0.2983033949783508
欺骗,0.2983033949783508
整数,0.29826909601437135
就行,0.29826909601437135
码下,0.29826909601437135
映到,0.29826909601437135
人工智能,0.2981656749760051
reward,0.2981656749760051
强大,0.2981656749760051
原则,0.2981656749760051
制定,0.2981656749760051
提前,0.2980343589745988
参考,0.2980343589745988
参考文献,0.2980343589745988
doccnvtkqbtyni4feehotryjf9f,0.2980343589745988
docs,0.2980343589745988
swarma,0.2980343589745988
词条,0.2980343589745988
feishu,0.2980343589745988
贫民窟,0.29798793580950106
需求,0.2979203322481195
利用,0.2973055585784664
美国,0.2958857139825718
成本,0.29565953968344205
劳作,0.29565953968344205
金钱,0.29565953968344205
回落,0.29493600481898663
所调,0.29493600481898663
耳边,0.29493600481898663
完后,0.29493600481898663
留有,0.29493600481898663
长期投资,0.29386268342047983
实证,0.29386268342047983
融和,0.29386268342047983
利率,0.29386268342047983
理念,0.293050443277488
民科,0.293050443277488
包装,0.293050443277488
粉饰,0.293050443277488
自称,0.293050443277488
理想主义者,0.293050443277488
期间,0.29274575336040165
模型,0.29274575336040165
博弈论,0.2926469256363268
独家,0.2926469256363268
分类,0.2926469256363268
半公开,0.2926469256363268
固定,0.2924820658725623
奴隶制,0.2924820658725623
软件,0.288085735136803
语言,0.288085735136803
矛盾,0.2874068538717496
番茄,0.2869225185408495
导出,0.28633052447793705
归纳,0.28633052447793705
网页,0.28633052447793705
中篇,0.28633052447793705
牙膏,0.28548529960951313
卫生纸,0.28548529960951313
猪排,0.28548529960951313
员工,0.28548529960951313
消失,0.28548529960951313
只会,0.2853316872885042
明白,0.2853316872885042
效应,0.28366491234150476
医院,0.2836253352539092
不到,0.28156906190928427
成正比,0.2800985522398968
贫困,0.2800985522398968
创造财富,0.2800985522398968
想一想,0.27939605983888166
原声,0.27939605983888166
有没有,0.27939605983888166
合规,0.27897419364235204
想象,0.2789637322631607
最大化,0.2788774628674598
变化,0.278379997892256
平均,0.27717463403654913
知识库,0.27717463403654913
口诀,0.27701781909145157
公式化,0.27701781909145157
行业,0.2750239930314821
头部,0.2750239930314821
本场,0.2750239930314821
机构,0.2750239930314821
玩家,0.2750239930314821
坐序,0.2750239930314821
毒辣,0.2750239930314821
分明,0.2750239930314821
高维,0.2750239930314821
打法,0.2750239930314821
股票,0.274852830025864
记为,0.27463494035184577
物质,0.2740931333561019
区域,0.2735615240464467
影响,0.27277350671772116
终于,0.2711252058104656
途径,0.2711252058104656
一会儿,0.2711252058104656
区分,0.2711252058104656
轻松,0.2711252058104656
这句,0.2711252058104656
语调,0.2711252058104656
降调,0.2711252058104656
竞争,0.2704107622169588
彭德怀,0.2687177319972577
收集,0.2686476489153801
mp,0.2686476489153801
机制,0.2685827537595207
最终,0.2685827537595207
毁掉,0.26612279350814744
小时,0.26612279350814744
两天,0.26612279350814744
持之以恒,0.26612279350814744
等于零,0.26612279350814744
可悲,0.26612279350814744
兴起,0.26612279350814744
星期,0.26612279350814744
再学,0.26612279350814744
八个,0.26612279350814744
不学,0.26612279350814744
道理,0.26612279350814744
情况,0.26568540672663166
相关,0.26519225858646506
业余时间,0.263893868311796
创造性,0.263893868311796
